ICO,AR7,AR30,AR180,ICO,Token,Softcap,Hardcap,Start,End,Quarterstart,Duration of offering,Country,Category,ERC20,Rating,Number of experts,Bonus,Policy,Number of team members,Distributed in ICO,US restriction,Restricted countries,Accepted fiat,Major cryptocurrencies,Presale,Amount raised
storj,0.080997486,-0.340366794,-2.611634401,storj,STORJ,,,5/19/2017,5/25/2017,2017q2,7,USA,"Platform,Software",0,2.8,0,0,0,15,,,,0,0,0,30000000
bytom,1.719436969,-0.765150528,0.238976569,bytom,BTM,,,6/20/2017,7/20/2017,2017q2,30,China,"Software,Platform",0,3.8,2,0,0,7,,1, USA,0,1,0,22554000
digixdao,-0.135510202,-0.775959906,-1.112306484,digixdao,DGD,,,3/29/2016,3/30/2016,2016q1,2,Singapore,"Software,Cryptocurrency",0,2,0,0,0,,,,,0,1,0,5500000
tenx,-0.096963034,-0.878197397,-4.952952652,tenx,PAY,,64740000,6/24/2017,6/24/2017,2017q2,1,Singapore,"Banking,Cryptocurrency",1,3.6,4,0,0,10,,,,0,1,0,80000000
civic,-0.1737283,1.607098134,-0.381977247,civic,CVC,,33000000,6/21/2017,6/22/2017,2017q2,2,USA,Software,0,3.2,3,0,0,2,,,,0,0,0,33000000
lunyr,-0.033007826,-1.166468869,-2.08673053,lunyr,LUN,,,3/29/2017,4/28/2017,2017q1,30,USA,Platform,0,2.7,1,0,0,3,,,,0,1,0,3400000
aeternity,0.768152174,-0.056550968,-2.856665276,aeternity,AE,,,5/29/2017,6/19/2017,2017q2,22,Bulgaria,Platform,0,3.7,3,0,0,15,,,,0,1,0,24426689
populous,-0.324426142,0.467092276,10.00733484,populous,PPT,,6000000,7/24/2017,7/24/2017,2017q3,1,UK,Businessservices,0,2.4,0,0,0,5,,,,0,0,0,10220400
metal,0.666464702,1.771974336,0.969067609,metal,MTL,,,6/9/2017,6/9/2017,2017q2,1,USA,Cryptocurrency,0,2.4,1,0,0,7,,,,0,1,0,1945000
aragon,0.246610134,-0.342843087,-2.579965257,aragon,ANT,,,5/17/2017,5/17/2017,2017q2,1,Spain,Software,0,2.1,3,0,0,2,,,,0,1,0,25000000
enigma-catalyst,-0.254557008,-0.413605087,0.967380523,enigma-catalyst,ENG,,30000000,9/11/2017,9/11/2017,2017q3,1,USA,"Investment,Platform",1,3,4,0,0,5,0.5,,,0,1,0,45000000
golem,-0.140081858,-0.178952258,10.62435211,golem,GNT,,,11/13/2016,11/13/2016,2016q4,1,Poland,"Platform,Infrastructure,Software",0,3.7,2,0,0,15,,,,0,1,0,8596000
request-network,-0.22877615,-0.489819615,1.942718896,request-network,REQ,,33876000,10/13/2017,10/17/2017,2017q4,5,Germany,"Businessservices,Platform",0,3.8,3,0,0,7,,,,0,1,0,33338000
iex-ec,0.069971248,-0.162765018,-3.420031965,iex-ec,RLC,,,4/19/2017,4/19/2017,2017q2,1,France,Platform,1,3.2,0,0,0,10,,,,0,1,0,12000000
gnosis,0.25413391,1.320866613,-3.07036019,gnosis,GNO,,,4/24/2017,4/24/2017,2017q2,1,Germany,Platform,0,3.4,2,0,0,10,,1, USA,0,1,0,12500000
mco,-0.387055667,-0.622626002,1.673997926,mco,MCO,,,5/18/2017,6/18/2017,2017q2,31,Switzerland,Banking,0,3.7,1,0,0,4,,,,0,1,0,26700000
matchpool,-0.712523855,-1.054769582,-4.090949774,matchpool,GUP,,,4/2/2017,4/4/2017,2017q2,3,Israel,"Platform,Software",0,2.9,2,0,0,7,,,,0,1,0,5700000
contentos,-0.714312938,-0.083757111,-0.477870058,contentos,COS,5035200,7552800,5/25/2019,6/10/2019,2019q2,17,Singapore,"Platform,Media,Entertainment,SmartContract",1,4.3,1,0,kyc&whitelist,5,,,,0,1,0,53000000
appcoins,-0.223070591,-0.403669765,-0.374021355,appcoins,APPC,250000,15300000,12/13/2017,12/20/2017,2017q4,8,Singapore,"Software,Platform,Businessservices",1,3.9,23,0,0,18,,,,0,1,0,15300000
genesis-vision,-0.057729649,0.091118507,5.725701778,genesis-vision,GVT,,33000000,10/15/2017,11/15/2017,2017q4,31,Russia,"Investment,Cryptocurrency,Businessservices,Banking,Platform",1,3.9,16,1,0,10,,,,0,1,0,2836724
metadium,-0.214416023,-0.058037941,0.780459815,metadium,META,,,9/17/2018,9/22/2018,2018q3,6,Cayman Islands,"Other,Cryptocurrency,Businessservices,BigData,Platform,SmartContract",1,3.8,0,0,kyc,6,0.525,1," USA, China",0,1,1,10557072
skychain,-0.257313486,-0.25006895,-1.475673786,skychain,SKCH,10000000,12000000,2/26/2018,4/8/2018,2018q1,41,Russia,"Health,Cryptocurrency,ArtificialIntelligence,Infrastructure,Platform",1,4.2,38,0,0,7,,,,0,1,0,9815000
swissborg,-0.339378432,-0.705264592,-0.612212522,swissborg,CHSB,,50000000,12/7/2017,1/10/2018,2017q4,34,Switzerland,"Cryptocurrency,Businessservices,Banking",1,3.6,18,0,0,13,,,,0,0,0,51000000
electroneum,-0.478956725,-0.863284206,-1.290408856,electroneum,ETN,,40000000,9/14/2017,10/20/2017,2017q3,36,UK,Cryptocurrency,0,4,7,0,0,12,0.3,1," Cayman Islands, China, North Korea, Somalia, Yemen, USA",0,1,0,40000000
starbase,-0.160329006,0.769229249,-0.390980495,starbase,STAR,,12500000,11/9/2017,11/24/2017,2017q4,16,Japan,Platform,1,3,3,0,0,5,,,,0,1,0,9494319
suncontract,-0.368790919,-0.622825099,0.504117071,suncontract,SNC,,32793000,6/28/2017,8/1/2017,2017q2,34,Slovenia,"Energy,Platform",0,3.3,3,0,0,13,,,,0,0,0,2000000
egretia,0.249701043,-0.202522503,-0.501580391,egretia,EGT,,23650000,5/26/2018,5/26/2018,2018q2,1,Singapore,"Platform,Software",1,3.8,1,0,kyc&whitelist,4,,1," USA, North Korea, Iran, Syria, Sudan, Cuba",0,0,0,4803810
blockmason,-0.492677504,0.402841201,0.892073233,blockmason,BCPT,,8332470,10/8/2017,11/8/2017,2017q4,31,USA,"Banking,Businessservices,Platform",0,2.9,3,1,0,4,,0, None,0,1,0,1584115
everex,-0.52148785,-0.432160695,-0.89508171,everex,EVX,,15729700,7/24/2017,8/31/2017,2017q3,38,Singapore,"Banking,Cryptocurrency,Investment,Businessservices",1,3.1,1,0,0,9,,,,0,1,0,26700000
neblio,0.979797281,1.566872334,15.87343794,neblio,NEBL,,25401875,8/6/2017,8/20/2017,2017q3,15,USA,"Businessservices,Cryptocurrency",0,3,0,1,0,2,,,,0,1,0,2102281
odem,0.513534989,0.951522942,1.581940975,odem,ODEM,,180000000,2/17/2018,3/18/2018,2018q1,29,Switzerland,Education,1,3.3,2,0,kyc,10,,,,0,1,1,4000000
airswap,-0.454799118,-0.702083052,-0.6076818,airswap,AST,,33000000,10/10/2017,10/11/2017,2017q4,2,Hong Kong,"Cryptocurrency,Internet,SmartContract",1,2.9,1,0,0,20,,,,0,1,0,33000000
bankex,-0.142064328,-0.244683783,-0.344419254,bankex,BKX,9458000,103540000,11/28/2017,12/28/2017,2017q4,30,USA,Banking,0,3.5,17,0,0,9,,1," China, USA",0,1,0,70600000
blocklancer,-0.453924145,-0.262362428,-0.649880577,blocklancer,LNC,,1000000000,1/16/2018,2/16/2018,2018q1,31,Austria,Businessservices,0,3.4,15,1,0,5,,,,0,1,1,300000
credits,0.455202864,0.770885946,-0.097056317,credits,CS,15000000,20000000,2/18/2018,2/18/2018,2018q1,1,Singapore,"Cryptocurrency,Businessservices,Investment,Platform,SmartContract,Software",0,3.7,17,1,kyc,9,0.6,1," USA, Canada, China",0,1,1,20000000
crowdwiz,0.425529728,0.191944545,-0.741343984,crowdwiz,WIZ,5000000,10000000,11/20/2017,1/31/2018,2017q4,72,Bulgaria,Investment,1,3.4,15,0,0,16,,,,0,1,0,7234387
mark-space,0.725741238,-0.086780791,-0.540206398,mark-space,MRK,14793450,295869000,1/23/2018,2/28/2018,2018q1,36,Singapore,"Platform,Internet,Cryptocurrency,VirtualReality",1,3.9,22,1,0,37,,,,1,1,1,10650000
monetha,-0.012514355,-0.437274915,-2.018337162,monetha,MTH,10725120,36388800,8/31/2017,8/31/2017,2017q3,1,Lithuania,"Businessservices,Platform",1,3.1,6,1,0,11,,0, None,0,0,0,36388800
paycent,0.080341896,0.633061185,-0.117227043,paycent,PYN,,129343500,11/2/2017,11/30/2017,2017q4,28,Singapore,"Banking,Cryptocurrency",0,3,1,0,0,17,,1," USA, Singapore",0,1,0,823678
presearch,-0.394742099,1.823058582,0.077453004,presearch,PRE,,50000000,7/25/2017,10/31/2017,2017q3,98,USA,Internet,1,3.7,2,0,0,10,,,,0,1,0,20500000
revain,0.029840535,1.19520375,10.88087349,revain,R,8003.48,32013920,8/21/2017,9/4/2017,2017q3,15,Russia,Platform,0,3.2,0,0,0,12,,,,0,1,0,12513346
rivetz,-0.004354482,-0.360090824,-1.231392564,rivetz,RvT,,20000000,8/10/2017,9/10/2017,2017q3,31,USA,"Internet,Platform,Communication",1,3.3,3,0,0,9,,1," USA, China",0,1,0,18653920
chronobank,-0.380333889,-0.377276623,-6.310815989,chronobank,TIME,,,12/15/2016,2/15/2017,2016q4,62,Russia,"Software,Platform,Businessservices",0,2.7,0,0,0,1,,0, None,1,0,0,5400000
district0x,1.046258089,3.804040722,5.497761346,district0x,DNT,13723534.5,68617672.5,7/18/2017,8/1/2017,2017q3,15,USA,"Platform,Cryptocurrency",0,3.4,1,0,0,8,,,,0,0,0,9000000
eidoo,-0.16341656,-0.315484754,-0.727198746,eidoo,EDO,,,10/4/2017,10/16/2017,2017q4,13,Switzerland,"Software,Platform",1,3.8,5,0,0,5,,1," USA, China",0,1,0,28000000
mysterium,0.160839758,-0.490414268,-5.142285759,mysterium,MYST,,,5/30/2017,5/30/2017,2017q2,1,USA,"Software,Platform,Internet",1,2.8,0,0,0,6,,,,0,1,0,13325693
opus,-0.083242427,-0.159279963,-1.436864652,opus,OPT,,36000000,7/24/2017,8/24/2017,2017q3,31,United Arab Emirates,"Entertainment,Art",1,3.2,0,0,0,11,,,,0,0,0,5800000
santiment,-0.427121627,-0.140467361,17.56749739,santiment,SAN,,11970000,7/4/2017,7/5/2017,2017q3,2,Switzerland,"Banking,Cryptocurrency",0,3,0,0,0,12,,,,0,0,0,12215250
sonm,-0.76758853,-0.615877037,-5.637517491,sonm,SNM,,98951300.07,6/15/2017,6/19/2017,2017q2,5,Russia,"Software,Infrastructure,Platform",0,2.9,1,0,0,14,,,,0,0,0,42000000
stockchain,0.01129534,0.678567839,-0.702301687,stockchain,SCC,,18050100,3/16/2018,3/19/2018,2018q1,4,Singapore,"SmartContract,ArtificialIntelligence,BigData,Banking,Cryptocurrency,Platform",1,3,0,0,kyc&whitelist,8,,1," USA, China, Singapore",0,1,0,2693450
bankera,-0.223944639,-0.443005816,-0.198103757,bankera,BNK,,215860000,11/27/2017,2/27/2018,2017q4,92,Lithuania,Banking,1,3.2,14,0,0,7,,,,0,1,0,150949194
humaniq,-0.311122239,1.031418594,-2.505121016,humaniq,HMQ,,,4/6/2017,4/27/2017,2017q2,22,UK,"Platform,Banking,Businessservices",0,3.3,2,0,0,19,,,,0,1,0,5163000
nimiq,-0.082434828,-0.357220806,-0.240150268,nimiq,NIM,,19675800,6/28/2017,7/8/2017,2017q2,11,Sweden,Cryptocurrency,1,2.7,1,0,0,13,,,,0,1,0,14528400
pillar,-0.297499273,0.24359778,7.502832426,pillar,PLR,,,7/15/2017,7/17/2017,2017q3,3,UK,"Software,Cryptocurrency",0,2.9,0,0,0,30,,,,0,0,0,20000000
tokendesk,-0.411433268,-0.94889245,-0.704955397,tokendesk,TDS,,,10/4/2017,12/24/2017,2017q4,81,UK,,1,3,2,0,0,5,,,,1,1,0,15382442
decent,-0.068362384,0.165098046,12.46348399,decent,DCT,,,9/11/2016,11/6/2016,2016q3,56,Switzerland,"Media,Platform",0,2.2,0,0,0,31,,,,0,1,0,4186933
engagement-token,-0.54514513,-0.637797509,-0.434095276,engagement-token,EGT,,17082450,4/1/2018,6/1/2018,2018q2,61,USA,"Media,Platform,Internet",1,2.8,0,0,whitelist,6,,,,0,1,0,19000000
nitro,-0.505663483,-0.704908556,-0.555066742,nitro,NOX,,33533250,11/30/2017,12/26/2017,2017q4,26,Hong Kong,"Platform,Entertainment",0,3.2,2,1,0,11,,,,0,1,0,2702293
patientory,0.86579611,-0.648271353,-3.215123329,patientory,PTOY,,,5/31/2017,6/3/2017,2017q2,4,USA,"Platform,Infrastructure,Software",0,2.9,0,0,0,6,,,,0,0,0,7200000
storiqa,0.033238714,-0.087982104,0.062579369,storiqa,STQ,5000000,25000000,11/28/2017,1/29/2018,2017q4,62,Hong Kong,"Platform,Retail",0,3.1,6,1,0,11,,,,0,1,0,25000000
alis,1.04075528,0.46087248,0.251967012,alis,ALIS,4523374.84,48467500,9/1/2017,10/1/2017,2017q3,30,Japan,"Internet,Platform,Media",0,2.7,0,0,0,5,,,,0,1,0,3895710
biocoin,-0.163883126,-0.302098654,-0.517960879,biocoin,BIO,,15000000,11/1/2017,2/18/2018,2017q4,109,Russia,Other,1,3.2,2,0,0,9,,,,0,1,0,16051025
kin,-0.248659041,-0.876799389,-0.28503669,kin,KIN,,,9/12/2017,9/26/2017,2017q3,15,Canada,Internet,1,3.3,2,0,0,7,,,,0,1,0,98000000
polybius,-0.590390956,-0.493423363,-3.921326784,polybius,PLBT,,,5/31/2017,6/30/2017,2017q2,30,Estonia,Banking,0,2.8,1,0,0,11,,,,0,0,0,31000000
wings,0.315764759,1.983759118,7.913392155,wings,WINGS,,,11/18/2016,1/6/2017,2016q4,49,Switzerland,Platform,0,3.1,2,0,0,14,,,,0,1,0,2074000
zrcoin,-0.945917467,-0.670012831,-5.974971098,zrcoin,ZRC,3500000,,5/11/2017,6/9/2017,2017q2,29,Russia,"Cryptocurrency,Investment",0,2.9,1,1,0,10,,,,1,1,0,7000000
dimcoin,-0.7893339,-0.877820529,-0.433438775,dimcoin,DIM,,13500000,7/1/2017,8/27/2017,2017q3,57,South Africa,Banking,0,2.6,0,1,0,,,,,0,1,0,14005746
firstblood,-0.270199533,-0.601072141,-0.938999921,firstblood,1ST,,,9/25/2016,9/26/2016,2016q3,2,USA,"Cryptocurrency,Platform",0,2.5,1,0,0,13,,,,0,1,0,5500000
internxt,-0.620332349,-0.772958067,0.078588434,internxt,INXT,164715,49414500,9/7/2017,9/28/2017,2017q3,22,Spain,Internet,1,2.1,0,0,0,5,,,,0,1,0,206017
investfeed,-0.320397953,0.501396078,-0.951824259,investfeed,IFT,,904299,7/23/2017,8/7/2017,2017q3,16,USA,Internet,0,2.7,1,0,0,11,,,,0,0,0,3400000
mobilego,-0.44783447,-0.477771488,-5.271603651,mobilego,MGO,,,4/25/2017,5/25/2017,2017q2,30,USA,Platform,0,2.6,0,0,0,8,,,,0,0,0,53000000
smartmesh,0.50270807,3.288119671,0.774206328,smartmesh,SMT,,,11/29/2017,12/28/2017,2017q4,29,Singapore,"Platform,Infrastructure",0,2.2,0,1,0,6,,,,0,1,0,15000000
worldcore,0.192874557,1.671334148,-0.186912518,worldcore,WRC,,100000000,10/14/2017,12/15/2017,2017q4,62,Czech Republic,,1,2.8,3,0,0,14,,,,1,1,0,25000000
hubii-network,-0.306564776,-0.646031872,0.984902349,hubii-network,HBT,5000000,50000000,8/17/2017,8/31/2017,2017q3,15,Singapore,Media,1,2.4,0,0,0,15,,,,0,1,0,6500000
incent,10.79168495,2.471332311,29.91894187,incent,INCNT,,,9/1/2016,9/1/2016,2016q3,1,Australia,"Cryptocurrency,Software",0,2.6,0,0,0,8,,,,0,1,0,1000000
maecenas,-0.133447756,-0.537072609,-0.694164616,maecenas,ART,3088406.25,20589375,9/7/2017,10/8/2017,2017q3,31,UK,"Platform,Other,Art",0,2.4,0,0,0,8,,,,0,1,0,15750000
primalbase,-0.04055959,-0.681867432,-3.579055114,primalbase,PBT,,7554600,6/27/2017,6/28/2017,2017q2,2,Netherlands,"Businessservices,Realestate",0,2.4,0,0,0,3,,,,0,0,0,7600000
substratum,0.328975347,1.833857125,6.586826104,substratum,SUB,300100,45015000,8/14/2017,9/14/2017,2017q3,31,USA,Cryptocurrency,1,2.5,1,1,0,6,,,,0,1,0,13800000
taas,-0.025126521,-0.189747171,0.017024097,taas,TaaS,,,3/27/2017,4/28/2017,2017q1,32,Singapore,"Businessservices,Platform",0,2.8,3,0,0,4,,,,0,0,0,7500000
wagerr,0.140765445,0.098357084,2.726161248,wagerr,WGR,,,6/1/2017,6/25/2017,2017q2,24,Belize,Platform,0,2.4,0,0,0,6,,,,0,0,0,10000000
arcblock,-0.154767474,-0.210697144,-0.455252061,arcblock,ABT,11568240,36150750,2/3/2018,2/3/2018,2018q1,1,USA,"Cryptocurrency,Platform",1,3.5,1,0,kyc&whitelist,4,,,,0,1,0,45000000
blockcat,0.988771647,0.062095974,-1.039335466,blockcat,CAT,,,7/15/2017,8/14/2017,2017q3,30,Canada,"Platform,Cryptocurrency,Investment",0,2.3,0,1,0,3,,,,0,1,0,7139700
ignis,0.078747881,-0.726668648,-0.48678988,ignis,IGNIS,,525000000,8/5/2017,10/14/2017,2017q3,70,Netherlands,Other,0,2.5,1,0,0,4,,,,0,0,0,21600000
bitdice,0.049765762,-0.150235807,-1.154267324,bitdice,CSNO,10000000,25000000,8/15/2017,9/15/2017,2017q3,31,Costa Rica,Casino&Gambling,0,2,0,1,0,,,,,0,1,0,8748793
starta,-0.115795536,-1.08951491,-4.75222439,starta,Start,,,7/4/2017,8/3/2017,2017q3,30,Russia,Investment,0,2.2,0,0,0,11,,,,0,0,0,5000000
adelphoi,1.321080038,0.103267221,-4.535400261,adelphoi,ADL,,,5/1/2017,5/31/2017,2017q2,30,Czech Republic,Platform,0,2.6,0,0,0,,,,,0,1,0,1672391
edgeless,0.310614156,2.033449659,27.09155322,edgeless,EDG,,,2/28/2017,3/21/2017,2017q1,22,Lithuania,Platform,0,2.1,2,0,0,,,,,0,0,0,2000000
singulardtv,-0.137670494,-0.567961111,0.401597193,singulardtv,SNGLS,,,10/2/2016,10/2/2016,2016q4,1,USA,"Platform,Entertainment",0,2.5,1,0,0,,,,,0,1,0,7500000
ecobit,0.062064248,0.091158086,-3.930333126,ecobit,ECOB,,,4/9/2017,6/15/2017,2017q2,67,Malaysia,Other,0,2,0,0,0,,,,,0,0,0,4500000
etheroll,0.386225136,-0.820215415,-1.337228779,etheroll,DICE,,1408750,2/13/2017,2/27/2017,2017q1,15,UK,Casino&Gambling,0,1.3,1,0,0,,,,,0,1,0,363497
yoyow,-0.40470371,-0.595594528,-1.41131979,yoyow,YOYOW,,,5/21/2017,5/24/2017,2017q2,4,China,Platform,0,1,1,0,0,,,,,0,1,0,4364760
qash-by-quoine,1.062078888,-0.219382716,-0.159483325,qash-by-quoine,QASH,500000000,,11/6/2017,11/8/2017,2017q4,3,Singapore,"Platform,Cryptocurrency",1,3.5,2,0,0,18,0.5,,,0,1,0,105000000
spectiv,0.140060935,0.872630154,-0.462494619,spectiv,SIG,,40000000,12/8/2017,12/31/2017,2017q4,23,USA,"Entertainment,VirtualReality",1,2.6,6,1,0,8,0.6,,,0,1,0,7580164
adex,-0.151045699,-0.520409886,6.032430256,adex,ADX,,11796800,6/30/2017,6/30/2017,2017q2,1,Russia,"Businessservices,Internet",0,3.3,0,0,0,16,,,,0,0,0,11799175
agrello,-0.011284555,-0.530742152,-1.831709994,agrello,DLT,,43240000,7/16/2017,8/17/2017,2017q3,32,Estonia,"Platform,Cryptocurrency",1,2.8,0,0,0,7,,,,0,1,0,35000000
digitex,-0.059297307,-0.308503876,4.506222422,digitex,DGTX,,7000000,1/15/2018,2/15/2018,2018q1,31,Seychelles,"Cryptocurrency,Platform,SmartContract,Software",0,2.6,6,0,0,5,,1, USA,0,1,0,5200000
nexus,-0.375625343,-0.699607542,-1.373452062,nexus,SCL,,,8/17/2017,9/15/2017,2017q3,29,Australia,"Platform,Media,Cryptocurrency",1,3.4,0,0,0,6,,,,0,0,0,6155000
six-network,0.022897828,0.038112925,-0.190537198,six-network,SIX,15000000,42905579,4/3/2018,5/31/2018,2018q2,58,Thailand,"Internet,Media,Platform,SmartContract",0,4.3,3,1,kyc&whitelist,18,0.4745,1," USA, China, Singapore",0,1,1,42000000
quant-network,-0.044236513,2.739483347,8.557085572,quant-network,QNT,2511730,36900000,4/2/2018,4/30/2018,2018q2,28,Switzerland,Platform,1,4.3,8,0,kyc&whitelist,8,0.6819,1," USA, China, North Korea, Syria, Iran, Cuba, Crimea Region",0,1,1,11000000
crypterium,-0.417364715,-0.724617342,-0.473220879,crypterium,CRPT,3234200,47000000,10/31/2017,1/14/2018,2017q4,75,Estonia,"Banking,Cryptocurrency,Software",1,3.6,23,0,0,15,0.7,,,1,1,0,51656963
hive-project,-0.009136868,-0.281248456,1.450018036,hive-project,HVN,,85125000,7/3/2017,8/14/2017,2017q3,42,Slovenia,"Businessservices,Platform",0,3.8,4,1,0,11,,1," USA, Japan, Hong Kong, China",0,1,0,8949421
wetrust,1.514397059,0.496450738,-1.530529212,wetrust,TRST,,,3/2/2017,4/14/2017,2017q1,43,USA,Platform,0,3,1,0,0,9,,,,0,0,0,4978366
crypto20,-0.091790918,-0.386920887,-0.330563051,crypto20,C20,,86206896,10/16/2017,11/30/2017,2017q4,45,USA,Investment,1,3.8,8,1,0,6,0.87,,,0,1,0,38000000
vibehub,4.366539193,1.901174074,20.21216186,vibehub,VIBE,,12000000,8/22/2017,9/21/2017,2017q3,30,USA,Entertainment,1,3.4,0,0,0,5,0.6,,,0,1,0,1435724
fetch-ai,-0.299475653,-0.576607514,-2.276061229,fetch-ai,FET,3000,6000000,2/25/2019,2/25/2019,2019q1,1,Singapore,"ArtificialIntelligence,Platform",1,4.1,4,0,kyc&whitelist,23,0.06,,,0,0,0,6000000
kryll-io,-0.187696186,-0.225507533,-0.113358923,kryll-io,KRL,,29000000,2/7/2018,4/20/2018,2018q1,72,France,Platform,1,3,2,1,kyc,8,0.65,,,0,1,0,3800000
indorse,-0.54518446,-0.911314577,-1.719403996,indorse,IND,4451550,14838500,8/8/2017,9/8/2017,2017q3,31,Singapore,Internet,1,3,0,0,0,19,,1," China, USA",0,1,0,10000000
cosmochain,0.082412687,0.310167681,-0.158900219,cosmochain,COSM,,30270000,4/21/2018,5/20/2018,2018q2,29,Hong Kong,"BigData,Entertainment,Media,Platform,Retail,SmartContract",1,3.3,0,1,kyc,8,0.5,,,0,1,0,33360000
wabi,0.188188147,2.46100867,-0.097840662,wabi,WaBi,,11500000,11/28/2017,12/1/2017,2017q4,4,Russia,"Retail,Health,Manufacturing,Platform",1,3.6,7,0,0,10,0.46,,,0,1,0,11500000
dock-io,0.461819412,0.672889234,-0.407897627,dock-io,DOCK,10000000,20000000,2/8/2018,2/21/2018,2018q1,14,USA,"BigData,Platform",1,3.3,6,1,kyc,12,0.3,0, China,0,1,1,20000000
chrono-logic,-0.014754231,-0.919559852,-1.952133517,chrono-logic,DAY,,13347688.25,8/28/2017,9/4/2017,2017q3,8,USA,Cryptocurrency,1,2.3,0,0,0,8,,,,0,1,0,7400000
mobius-network,-0.141492399,-0.337744747,-0.391589002,mobius-network,MOBI,20000000,39000000,11/22/2017,1/18/2018,2017q4,57,USA,Internet,0,3.8,8,1,0,3,0.3,1, USA,0,1,0,35000000
friendz,0.292515025,-0.284330153,-0.690142764,friendz,FDZ,50000000,750000000,3/1/2018,3/20/2018,2018q1,20,Switzerland,"Businessservices,Communication,Internet,Media,Platform",1,4.6,58,1,kyc&whitelist,13,0.5,1, USA,0,1,0,27525000
fintrux,0.226355458,-0.445565676,-0.605708314,fintrux,FTX,3785350,75000000,2/7/2018,2/28/2018,2018q1,22,Singapore,"Investment,Cryptocurrency",1,3.2,15,1,0,6,,,,0,1,1,25000000
kind-ads-system,-0.529114994,-0.821417114,-0.371871858,kind-ads-system,KIND,,,1/10/2018,1/31/2018,2018q1,21,Panama,Businessservices,1,4.1,0,0,whitelist,3,,,,0,1,0,20000000
uquid,-0.103070301,0.233091807,0.183623715,uquid,UQC,,,10/2/2017,11/7/2017,2017q4,36,UK,Platform,1,1.7,0,0,0,9,,,,0,0,0,17700000
change-bank,-0.489601348,-0.573470821,-1.038479529,change-bank,CAG,,40000000,9/16/2017,10/16/2017,2017q3,30,Singapore,"Cryptocurrency,Platform,Investment,Banking,Realestate",1,3.6,6,1,0,10,0.4,0, None,0,1,0,17500000
xyo-network,-0.171154699,-0.171326641,-0.163839407,xyo-network,XYO,,48000000,3/20/2018,5/21/2018,2018q1,62,USA,"BigData,Infrastructure,Internet,SmartContract",1,4.2,28,1,kyc&whitelist,14,0.47,1, USA,0,1,0,11951000
darico,-0.011921088,2.078013087,1.177114341,darico,DEC,,36000000,1/30/2018,7/30/2018,2018q1,181,Gibraltar,"Platform,Cryptocurrency",0,3.6,14,1,kyc,12,0.6,1," USA, China",0,1,1,11500000
atb-coin,0.15353539,-0.227524357,-1.805256489,atb-coin,ATB,,,7/12/2017,9/1/2017,2017q3,51,USA,"Cryptocurrency,Platform",0,2.6,0,0,0,7,,,,0,0,0,11180996
morpheus-infrastructure-token,-0.095588244,-0.204420122,-0.409707173,morpheus-network,MRPH,1800000,18000000,3/22/2018,4/22/2018,2018q1,31,Seychelles,"ArtificialIntelligence,BigData,Cryptocurrency,Infrastructure,Platform,SmartContract,Software",1,3.4,5,0,kyc,12,0.52,1," USA, China",0,1,1,9883347
ties-network,-0.098140108,-1.425478543,-0.897581924,ties-network,TIE,,33600000,9/21/2017,10/26/2017,2017q3,35,Netherlands,"Businessservices,Platform",1,3.4,1,0,0,9,0.7,,,0,1,0,9000000
zap-store,-0.186723127,-0.349336888,-0.378079661,zap-store,ZAP,,25816340,10/21/2017,11/20/2017,2017q4,30,USA,Cryptocurrency,1,3.1,1,0,0,15,,,,0,1,0,5000000
tokenstars-team,-0.079844367,-0.435186611,-0.638756857,tokenstars-team,TEAM,1000000,15000000,12/20/2017,3/28/2018,2017q4,98,British Virgin Islands,"Cryptocurrency,Communication,Charity,Businessservices,Entertainment,Infrastructure,Internet,Media,Other,Platform,Retail,SmartContract",1,3.9,41,1,kyc,21,0.6,1," USA, Puerto Rico, Virgin Islands",0,1,0,4792666
the-quantum-resistant-ledger,1.088413691,-0.157345773,-2.593410886,the-quantum-resistant-ledger,QRL,500000,4000000,5/1/2017,5/24/2017,2017q2,23,Switzerland,"Platform,Software",1,2.8,0,0,0,6,,,,0,1,0,4000000
truegame,-0.055234556,-0.333540945,-0.11167771,truegame,TGAME,1175645,5264845,4/16/2018,4/30/2018,2018q2,15,Costa Rica,"SmartContract,Platform,Entertainment,Cryptocurrency,Casino&Gambling,Software,Sports",1,4.7,84,0,whitelist,13,0.7,1, USA,0,1,0,3426445
travala-com,0.090775856,-0.417840956,0.025243912,travala-com,AVA,2000000,10000000,3/31/2018,4/21/2018,2018q1,21,UK,"Platform,Internet,Cryptocurrency,Communication,SmartContract,Tourism",0,4,28,0,kyc,11,0.65,1," USA, China, Singapore",0,0,0,2640110
axl,-0.197562329,-0.772552686,,axl,AXL,,,1/10/2019,1/18/2019,2019q1,9,Singapore,"Art,ArtificialIntelligence,BigData,Communication,Entertainment,Internet,Media,Platform,Retail,SmartContract,Software,Sports",0,3.9,2,0,0,14,0.4,,,0,1,0,2000000
hero,6.90947449,3.35309856,0.539463422,hero,play,,14376000,9/14/2017,10/14/2017,2017q3,30,Austria,"Entertainment,Casino&Gambling",1,3.7,2,0,0,10,0.3,1," USA, Singapore",0,1,0,2000000
flyp-me,-0.438712905,-1.064595369,-1.007858107,flyp-me,FYP,4487250,,9/28/2017,10/21/2017,2017q3,23,Luxembourg,"Platform,Cryptocurrency,Businessservices",1,2.7,0,1,0,1,,,,0,1,0,1663417
